platform,video_id,video_topic,comment,like,reply_count,tanggal,clean_comment,comment_length,engagement_score
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I like your videos with everything on the whiteboard style. I can fall asleep easily by watching this type of videos presentation,1,0,2026-04-06T17:54:13Z,i like your videos with everything on the whiteboard style i can fall asleep easily by watching this type of videos presentation,128,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,👏🏼👏🏼👏🏼,0,0,2026-03-28T04:35:20Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,يروحونلك فدوة كل اطباء العراق,0,0,2026-03-27T08:14:55Z,يروحونلك فدوة كل اطباء العراق,29,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Hello!! Where can i find about classification of diabetes like about mody, lada, gdm",0,0,2026-03-24T16:12:12Z,hello where can i find about classification of diabetes like about mody lada gdm,80,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Loved this lecture, was so cleaaan!",0,0,2026-03-16T07:50:06Z,loved this lecture was so cleaaan,33,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I wish I had founded this channel earlier 😢,0,0,2026-03-13T23:53:00Z,i wish i had founded this channel earlier,41,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,im begging please make a video on drugs for diabetes pleeeeeease,0,0,2026-03-13T06:02:14Z,im begging please make a video on drugs for diabetes pleeeeeease,64,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,حد عربي هنااااا,0,0,2026-03-06T22:22:16Z,حد عربي هنااااا,15,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Dios te bendiga ninja nerd, me has salvado la vida desde primer semestre",0,0,2026-03-03T05:01:53Z,dios te bendiga ninja nerd me has salvado la vida desde primer semestre,71,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Ty so much man…,3,0,2026-03-01T10:27:52Z,ty so much man,14,3
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I love this man so much,0,0,2026-02-21T01:53:16Z,i love this man so much,23,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,🙏🏻❤🥹,1,0,2026-02-20T18:26:48Z,,0,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,What if the potassium is not normal for dka? What’s the protocol for normalising it before insulin- wasn’t mentioned in the video. Thanks ❤,0,0,2026-02-19T11:37:42Z,what if the potassium is not normal for dka whats the protocol for normalising it before insulin wasnt mentioned in the video thanks,132,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,This is perfect,0,0,2026-02-18T16:02:41Z,this is perfect,15,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,❤❤❤,0,0,2026-02-14T15:25:58Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,❤,0,0,2026-02-10T14:44:00Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,really helpful video but... I prefer your normal white board with all the writings and expanations.,0,0,2026-02-09T05:20:34Z,really helpful video but i prefer your normal white board with all the writings and expanations,95,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Thank you for taking the time to make this class and give it for us for free, if using slides is better and saves you more time instead of the whiteboard, keep using it. Thanks again for this class.",0,0,2026-02-05T18:00:28Z,thank you for taking the time to make this class and give it for us for free if using slides is better and saves you more time instead of the whiteboard keep using it thanks again for this class,194,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"The one and only does it again, thanks for everything boss!",0,0,2026-02-02T00:34:37Z,the one and only does it again thanks for everything boss,57,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Sir you forgot Diabetic Cataract😮,0,0,2026-01-29T14:45:22Z,sir you forgot diabetic cataract,32,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Love you and thank you ❤,0,0,2026-01-27T08:19:25Z,love you and thank you,22,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I don&#39;t have word to appreciate you but your are in my heart may Allah bless you sir &amp; your family have greatful,0,0,2026-01-26T03:29:56Z,i dont have word to appreciate you but your are in my heart may allah bless you sir amp your family have greatful,113,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,So thankful,0,0,2026-01-22T15:12:13Z,so thankful,11,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thanks!,0,0,2026-01-21T08:03:37Z,thanks,6,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Bro I haven&#39;t reached half of the video and have already seen 5 ads. What&#39;s wrong with YT man,0,0,2026-01-19T06:45:31Z,bro i havent reached half of the video and have already seen ads whats wrong with yt man,88,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,My mom has DM type 2 but was having DKA when my grandmother died and she was not being able to cope up. 😢,0,0,2026-01-19T06:44:21Z,my mom has dm type but was having dka when my grandmother died and she was not being able to cope up,100,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"I wonder what happens when your patient is a unicorn:  Some labs indicate adequate progress in managing Glucose and insulin, some labs indicate glucose and insulin are not well managed.  Some symptoms present that indicate worsening disease progression.  Some symptoms present that indicate adequate management.  Sometimes disease progression is a puzzle that does not follow the usual chart.",0,0,2026-01-18T17:49:48Z,i wonder what happens when your patient is a unicorn some labs indicate adequate progress in managing glucose and insulin some labs indicate glucose and insulin are not well managed some symptoms present that indicate worsening disease progression some symptoms present that indicate adequate management sometimes disease progression is a puzzle that does not follow the usual chart,382,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Please revert back to white board and markers,0,0,2026-01-01T20:26:43Z,please revert back to white board and markers,45,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Patient with DKA develops hyperkalemia becuase of hydrogen not glucose,<br>which will enter the cells and potassium gets out",0,0,2025-12-24T13:23:46Z,patient with dka develops hyperkalemia becuase of hydrogen not glucosewhich will enter the cells and potassium gets out,119,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Need white board,1,0,2025-12-17T14:47:56Z,need white board,16,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,The best ever ❤ alawys saving me,0,0,2025-11-27T23:37:36Z,the best ever alawys saving me,30,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Amazing presentation! Keep up the great work guys!,0,0,2025-11-26T11:25:11Z,amazing presentation keep up the great work guys,48,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thank you 🙏 ❤,0,0,2025-11-24T18:16:51Z,thank you,9,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Super!,0,0,2025-11-23T13:33:09Z,super,5,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Ooh my Gad this is vary digestible and i understood every step you teach us , thank you so much i&#39;m from ethiopia and i follow all of your video, i like all of them<br> you help me for my exam<br>Your video is much better than class teachin technique🤓🤓",0,0,2025-11-14T16:56:14Z,ooh my gad this is vary digestible and i understood every step you teach us thank you so much im from ethiopia and i follow all of your video i like all of them you help me for my examyour video is much better than class teachin technique,238,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,The GOAT. Thanks Ninja Nerd.,1,0,2025-11-14T03:10:49Z,the goat thanks ninja nerd,26,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,❤❤❤❤❤,0,0,2025-11-07T20:13:41Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,perfect 👏,0,0,2025-11-05T19:21:36Z,perfect,7,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,👏,0,0,2025-10-25T06:59:06Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Useful as usual ❤,0,0,2025-10-25T00:09:04Z,useful as usual,15,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Increase gfr? I&#39;m confused,1,0,2025-10-08T02:28:25Z,increase gfr im confused,24,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Just not the same without the whiteboard and him walking around,0,0,2025-10-07T21:27:19Z,just not the same without the whiteboard and him walking around,63,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Absolutely amazing video! Thank you.,0,0,2025-10-04T08:17:54Z,absolutely amazing video thank you,34,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Acidosis stimulate Central chemoreceptors not peripheral <br>Can u fix it plz,1,1,2025-10-03T19:35:26Z,acidosis stimulate central chemoreceptors not peripheral can u fix it plz,73,2
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Yeah, he talked about it in his diuretics video that stimulation of chemoreceptors increases rate of respiration and depth of respiration",0,0,2025-10-21T11:57:53Z,yeah he talked about it in his diuretics video that stimulation of chemoreceptors increases rate of respiration and depth of respiration,136,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Who else is watching this video in 2025😂,2,0,2025-10-01T08:44:04Z,who else is watching this video in,34,2
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Better than Professors,means alot❤",0,0,2025-09-26T10:22:00Z,better than professorsmeans alot,32,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thanks ninja❤,0,0,2025-09-07T17:52:00Z,thanks ninja,12,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Can&#39;t focuss without you walking around and writing,285,8,2025-09-06T15:35:18Z,cant focuss without you walking around and writing,50,293
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,But this is faster,2,0,2025-10-02T15:37:03Z,but this is faster,18,2
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Yessss i feel that too 😭,3,0,2025-10-06T21:07:33Z,yessss i feel that too,22,3
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,put writing down,0,0,2025-10-16T13:15:57Z,put writing down,16,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Me too,0,0,2025-11-10T11:58:38Z,me too,6,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Same here am failing  to concentrate,0,0,2025-12-05T14:55:56Z,same here am failing to concentrate,35,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Going into my final year of NP school and reviewing this for my diabetes clinic placement - all I can say is, thank you!",0,0,2025-09-04T00:09:34Z,going into my final year of np school and reviewing this for my diabetes clinic placement all i can say is thank you,116,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,i love you bro,0,0,2025-08-06T23:40:54Z,i love you bro,14,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thank you zach🩵,0,0,2025-08-06T03:29:10Z,thank you zach,14,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Treat mitochondrial dysfunction &amp; improve outcomes 😊,0,0,2025-08-05T17:49:09Z,treat mitochondrial dysfunction amp improve outcomes,52,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Where is diabetes anemia?,0,0,2025-08-05T17:37:41Z,where is diabetes anemia,24,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Why aren&#39;t you using muscle mass to treat type 2 diabetes?,0,0,2025-08-05T17:29:39Z,why arent you using muscle mass to treat type diabetes,54,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Photobiomodulation, exercise need to be added to this discussion.<br>Insulin levels need to be learned.",0,0,2025-08-05T17:26:52Z,photobiomodulation exercise need to be added to this discussioninsulin levels need to be learned,96,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Aren&#39;t the DM2 have too much insulin in the blood, hyperinsulenimea? The cells are just resistant to it, but there is a lot if it.",0,0,2025-08-04T12:07:05Z,arent the dm have too much insulin in the blood hyperinsulenimea the cells are just resistant to it but there is a lot if it,124,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"I have honestly found your videos so helpful, and I&#39;m sure they are the only reason I&#39;ve got through my Bachelor of Nursing. There is something about the way you explain that just makes it make sense. Thank you for the great content!",0,0,2025-08-03T23:46:45Z,i have honestly found your videos so helpful and im sure they are the only reason ive got through my bachelor of nursing there is something about the way you explain that just makes it make sense thank you for the great content,227,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Best content 😊,0,0,2025-07-31T04:28:51Z,best content,12,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"WOW, thank you🙌🏾",0,0,2025-07-28T17:58:23Z,wow thank you,13,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I’m back again to understand another lecture from you ❤,0,0,2025-07-28T06:38:49Z,im back again to understand another lecture from you,52,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Such a great video and stragiht to the point with the information neeeded. I love the mind maps as treatment tables as a visual learner.,0,0,2025-07-24T18:56:43Z,such a great video and stragiht to the point with the information neeeded i love the mind maps as treatment tables as a visual learner,134,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,❤,0,0,2025-07-13T13:47:43Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Thank you Zach, from Italy 🇮🇹 without you I would still be in my first year",2,0,2025-07-12T09:06:18Z,thank you zach from italy without you i would still be in my first year,71,2
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,How i can get the pdf ?,0,0,2025-07-11T21:23:56Z,how i can get the pdf,21,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Of I only eat 2 apples a day do I still need the diabetes poison from big pharma,0,0,2025-07-10T06:34:00Z,of i only eat apples a day do i still need the diabetes poison from big pharma,78,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Thanks so much, this has helped a lot",0,0,2025-07-02T19:40:38Z,thanks so much this has helped a lot,36,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thank you Zach. I have read these topics severally wasn&#39;t sticking and didn&#39;t get this level of flexibility with my understanding of them,0,0,2025-07-02T17:10:00Z,thank you zach i have read these topics severally wasnt sticking and didnt get this level of flexibility with my understanding of them,134,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"As always I love your lessons. Thank you from the bottom of my heart. I have to agree with others. I really struggle with this format. The white board and markers, along with your excitement when writing is what sets you apart. Not a huge fan of this method.",0,0,2025-07-01T15:36:55Z,as always i love your lessons thank you from the bottom of my heart i have to agree with others i really struggle with this format the white board and markers along with your excitement when writing is what sets you apart not a huge fan of this method,251,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,The best of the best.... thank you Zach,0,0,2025-07-01T13:00:50Z,the best of the best thank you zach,35,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I loved each minute of the lecture. Thank you for simplifying major concepts,0,0,2025-06-18T18:59:53Z,i loved each minute of the lecture thank you for simplifying major concepts,75,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,❤,0,0,2025-06-14T14:56:25Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thank You.,1,0,2025-06-08T05:39:32Z,thank you,9,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,this is so underrated!!! GREAT APPRECIATION!,14,0,2025-06-04T05:17:42Z,this is so underrated great appreciation,40,14
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Is this based from Harrison?,0,0,2025-06-02T18:43:06Z,is this based from harrison,27,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Dont know about others but this format is more organised than board although board was good too 👍👍,1,0,2025-05-28T17:34:37Z,dont know about others but this format is more organised than board although board was good too,95,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,We want white board😂❤❤❤❤,0,0,2025-05-21T13:55:47Z,we want white board,19,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Monster lecture indeed. Thank you. I&#39;ve watched it twice now🎉,0,0,2025-05-20T17:22:30Z,monster lecture indeed thank you ive watched it twice now,57,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"I&#39;m 46 on the 30th of May. I&#39;m bipolar and was diagnosed with diabetes Mellitus on Monday. My fasting blood glucose level was 6.5 mmol/litre. Which is too high, however the old marker for diagnosis with diabetes use to be a fasting blood glucose level of &gt; 7 mmol/litre. I&#39;m actually short sighted, but I&#39;ve to get a sight test for retinopathy. How painful are the eye drops and when does your eye sight return. Because six hours is a very long time to go without any eye sight.",0,0,2025-05-17T10:13:06Z,im on the th of may im bipolar and was diagnosed with diabetes mellitus on monday my fasting blood glucose level was mmollitre which is too high however the old marker for diagnosis with diabetes use to be a fasting blood glucose level of gt mmollitre im actually short sighted but ive to get a sight test for retinopathy how painful are the eye drops and when does your eye sight return because six hours is a very long time to go without any eye sight,453,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,❤,0,0,2025-05-16T16:13:24Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Every video you post is packed with valuable information. Thank you for your effort!,0,0,2025-05-15T17:45:35Z,every video you post is packed with valuable information thank you for your effort,82,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"everytime everyday everymeal , i enjoyed every moment",0,0,2025-05-06T17:30:25Z,everytime everyday everymeal i enjoyed every moment,51,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,How about cultural force feeding for a chubby child?,0,0,2025-05-02T03:51:24Z,how about cultural force feeding for a chubby child,51,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I love the board better 😂 thanks Zach,0,0,2025-04-30T17:13:53Z,i love the board better thanks zach,35,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Hi dr. Zack i think you were uploaded hhs and dka at another video.<br> I can’t find the videos.,0,0,2025-04-30T10:22:43Z,hi dr zack i think you were uploaded hhs and dka at another video i cant find the videos,88,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thank you,0,0,2025-04-23T18:32:43Z,thank you,9,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Perfect length, this video. The longer format videos cover more, and are wonderfully detailed, but this one is just perfect to prepare for a topic (or repeat it for the x-th time!), without getting bored or overwhelmed. Thanks for the great work!",22,0,2025-04-16T07:14:10Z,perfect length this video the longer format videos cover more and are wonderfully detailed but this one is just perfect to prepare for a topic or repeat it for the xth time without getting bored or overwhelmed thanks for the great work,235,22
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thank you! Super clear and covers all the important topics,0,0,2025-04-12T16:38:34Z,thank you super clear and covers all the important topics,57,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I miss the board.,0,0,2025-04-11T16:46:14Z,i miss the board,16,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Hello my friend, I hope you respond and I am waiting for you. I have an assessment exam and from my previous exams I have a problem answering the cases even though I studied the entire subject. So can you tell me how to solve the cases? Please 🙏",0,0,2025-04-06T11:02:47Z,hello my friend i hope you respond and i am waiting for you i have an assessment exam and from my previous exams i have a problem answering the cases even though i studied the entire subject so can you tell me how to solve the cases please,239,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,very well organized and straightforward 👏🏻👏🏻<br>tnxs a lot,0,0,2025-04-02T14:26:57Z,very well organized and straightforward tnxs a lot,50,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Could i ask for references documents please,0,0,2025-04-01T18:58:06Z,could i ask for references documents please,43,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,This lecture is so so good... Literally it covers every point. If you have already studied pathology &amp; Pharmacology. The understanding you get from this lecture is  amazing. Thanks you so much for this amazing lecture. It&#39;s much better than The white boards. It&#39;s very much organised here.,0,0,2025-04-01T15:34:12Z,this lecture is so so good literally it covers every point if you have already studied pathology amp pharmacology the understanding you get from this lecture is amazing thanks you so much for this amazing lecture its much better than the white boards its very much organised here,279,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"<a href=""https://www.youtube.com/watch?v=rh8ycjPCj18&amp;t=1305"">21:45</a> this person who came to the er came to us with so many dangerous things 😱😱😱 at last the sole diagnosis being DM… scaryy",1,0,2025-03-29T19:26:05Z,this person who came to the er came to us with so many dangerous things at last the sole diagnosis being dm scaryy,114,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Awesome <br>Thanks,0,0,2025-03-28T17:30:08Z,awesome thanks,14,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Awesome lecture!,0,0,2025-03-27T11:49:40Z,awesome lecture,15,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,This is an awesome video. This content covers everything from pathology to how it affects daily clinical practice. Thank you very much!,0,0,2025-03-27T08:01:04Z,this is an awesome video this content covers everything from pathology to how it affects daily clinical practice thank you very much,132,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,loveee uuu mannn❤❤❤,0,0,2025-03-23T21:57:36Z,loveee uuu mannn,16,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Please tell president trump that China is having strong wish  to joint USA and becom one  state of USA, thank you sir",0,0,2025-03-22T17:53:00Z,please tell president trump that china is having strong wish to joint usa and becom one state of usa thank you sir,114,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,thank you so much,0,0,2025-03-20T11:33:22Z,thank you so much,17,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Please complete the chapter of diabetes 😢 and cover it alll,0,0,2025-03-15T13:44:01Z,please complete the chapter of diabetes and cover it alll,57,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thank you so soooooooooo much,0,0,2025-03-14T21:46:27Z,thank you so soooooooooo much,29,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,very helpful,0,0,2025-03-14T09:14:44Z,very helpful,12,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Zac, you&#39;re absolutely awesome! I&#39;ve been watching your content since high school, then during foundation year where i watched your phys lectures, and now, as a third-year medic, i&#39;m still learning new things from your clinical medicine videos. Your knowledge has been invaluable during my placements. I can&#39;t even express how incredible your content is. Thank you so much.",25,0,2025-03-13T19:17:31Z,zac youre absolutely awesome ive been watching your content since high school then during foundation year where i watched your phys lectures and now as a thirdyear medic im still learning new things from your clinical medicine videos your knowledge has been invaluable during my placements i cant even express how incredible your content is thank you so much,358,25
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,thank you for the lecture but where can I get it&#39;s pdf,0,0,2025-03-03T10:50:23Z,thank you for the lecture but where can i get its pdf,53,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I love you vro!,0,0,2025-03-03T02:24:56Z,i love you vro,14,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I&#39;ve learn a lot from this video  .Thanks 👍,0,0,2025-03-02T17:50:01Z,ive learn a lot from this video thanks,38,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Grateful explanation but I like the whiteboard more 👌,0,0,2025-03-01T02:31:15Z,grateful explanation but i like the whiteboard more,51,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,thank you sooooo much!,1,0,2025-02-28T20:43:15Z,thank you sooooo much,21,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Thanks for the awesome explanation + i hope you get back to the whiteboard,0,0,2025-02-24T13:30:10Z,thanks for the awesome explanation i hope you get back to the whiteboard,72,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,🙏🏼🙏🏼🙏🏼🙏🏼😔😔😔🌟🌟🌟🌟🌟🌟🎯🎯🎯🎯,0,0,2025-02-24T11:57:51Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Nice lectures so beautifully illustrated 💐,0,0,2025-02-24T09:30:15Z,nice lectures so beautifully illustrated,40,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Thank you so much, God bless you",0,0,2025-02-20T18:45:39Z,thank you so much god bless you,31,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,MAY GOD BLESS YOU SIR !!!!,1,0,2025-02-19T12:15:32Z,may god bless you sir,21,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Love U 3000❤ <br>We are ninja nerds 🥷,0,0,2025-02-19T08:53:58Z,love u we are ninja nerds,25,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Amazing… please always use this kind of flow chart.,0,0,2025-02-18T13:48:05Z,amazing please always use this kind of flow chart,49,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Many thanks <br>You are the best<br>But to me whiteboard with your description are the reason of learning<br>Could you please back to the original whiteboard🙏,0,0,2025-02-07T12:09:13Z,many thanks you are the bestbut to me whiteboard with your description are the reason of learningcould you please back to the original whiteboard,145,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,when you say increase in GFR at about 18.5 mins you mean decrease right  like getting worse?,1,0,2025-02-02T03:24:18Z,when you say increase in gfr at about mins you mean decrease right like getting worse,85,1
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,I really love your videos❤..thanks 🙏,0,0,2025-02-01T16:24:07Z,i really love your videosthanks,31,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"I pour half a cup of soda, into a cup. And fill the rest with water. To dilute the sugar. It still tastes great, and refreshing. This helps avoiding diabetes. I rarely have a full cup of undiluted soda. Jesus is Lord.",0,0,2025-02-01T06:53:27Z,i pour half a cup of soda into a cup and fill the rest with water to dilute the sugar it still tastes great and refreshing this helps avoiding diabetes i rarely have a full cup of undiluted soda jesus is lord,208,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Please make a video on hypoglycemic agents, and autocoid pharmacology. @ninjanerd🙏",0,0,2025-01-27T15:11:48Z,please make a video on hypoglycemic agents and autocoid pharmacology ninjanerd,78,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,❤,0,0,2025-01-27T15:04:23Z,,0,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Only you videos make me pass my exams,0,0,2025-01-22T08:09:35Z,only you videos make me pass my exams,37,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,thankkkkk youuuuuu,0,0,2025-01-17T19:35:56Z,thankkkkk youuuuuu,18,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,THANKKKKKKKKKKKKK YOUUU SO MUCH.<br><br>😇,0,0,2025-01-17T04:55:49Z,thankkkkkkkkkkkkk youuu so much,31,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,Okay,0,0,2025-01-16T14:36:24Z,okay,4,0
youtube,rh8ycjPCj18,diabetes_mellitus_penjelasan_klinis,"Good video, thanks!",0,0,2025-01-13T12:06:46Z,good video thanks,17,0
