year_month,volume_score,sentiment_score,growth_score,engagement_score,ddai
2023-07,3.290676416819013,14.316793053156136,6.161616161616162,6.621578125279834,30.39066375687115
2023-08,4.826325411334553,14.235589930156669,15.25,5.559905114511505,39.87182045600272
2023-09,2.340036563071298,13.917621294685425,3.2673267326732685,4.828437863678017,24.353422454108006
2023-10,3.5831809872029257,14.191903338195441,15.074626865671645,5.1435794320728965,37.99329062314291
2023-11,6.288848263254113,14.199456801395831,18.809523809523807,6.439019873727998,45.736848747901746
2023-12,4.021937842778793,14.270851071373622,4.876033057851239,5.977112928181032,29.145934900184685
2024-01,2.340036563071298,14.027851931315698,4.888888888888889,4.795277932239392,26.052055315515275
2024-02,3.217550274223035,13.964209081770496,13.582089552238807,6.3658206007488305,37.12966950898117
2024-03,6.1425959780621575,15.043949095196513,20.0,9.237822616145536,50.42436768940421
2024-04,7.678244972577698,14.593007290182175,13.529411764705884,7.503275281413678,43.303939308879436
2024-05,8.409506398537479,14.707728765410756,11.428571428571429,9.006471056763301,43.55227764928297
2024-06,3.510054844606947,15.183247442185571,1.066666666666667,8.205670755850145,27.96563970930933
2024-07,4.387568555758683,14.657619082162743,12.891566265060243,7.27931620643853,39.2160701094202
2024-08,7.824497257769654,14.412528303525205,19.894736842105264,6.218639884198165,48.350402287598286
2024-09,6.873857404021938,14.277968438833343,8.169014084507044,6.822445247516217,36.14328517487854
2024-10,11.846435100548447,14.650574950772022,20.0,7.873959924674058,54.370969975994534
2024-11,7.751371115173675,14.542416764015233,4.314720812182742,7.057090079814208,33.665598771185856
2024-12,6.2157221206581355,14.43799492301065,7.0212765957446805,7.460194605050463,35.135188244463926
2025-01,5.118829981718465,14.696905908216747,7.5,7.419290772103874,34.73502666203909
2025-02,4.2413162705667276,15.153107048837454,7.714285714285714,10.0,37.1087090336899
2025-03,4.387568555758683,15.399665448788364,10.43010752688172,9.450572564532205,39.66791409596097
2025-04,3.8025594149908595,14.57715593121909,8.31578947368421,8.034566554349217,34.73007137424338
2025-05,2.7787934186471666,14.697295505086036,6.781609195402298,7.233762816720196,31.49146093585569
2025-06,3.1444241316270567,14.27410287490869,11.369863013698632,6.05609994326639,34.84448996350077
2025-07,2.7056672760511886,14.991719561371537,8.461538461538463,9.887674926290712,36.0466002252519
2025-08,7.385740402193784,14.168589211158892,20.0,6.688903832197146,48.243233445549826
2025-09,1.5356489945155394,14.635077075719831,0.0,6.392314969040432,22.563041039275802
2025-10,5.118829981718465,14.19455577294486,20.0,6.126010879579226,45.43939663424255
2025-11,4.680073126142596,14.655074813892314,8.857142857142858,7.887520311416129,36.0798111085939
2025-12,0.7312614259597807,14.078060825895058,0.0,7.50673370677507,22.31605595862991
2026-01,5.703839122486289,14.715395806523551,20.0,7.58179403538359,48.00102896439343
2026-02,40.0,14.633059009054488,20.0,8.187252336367152,82.82031134542164
2026-03,13.96709323583181,14.180658418060979,0.0,5.8067105108047805,33.954462164697574
2026-04,10.310786106032907,14.363152508405369,5.575221238938053,5.880780317782652,36.129940171158985
2026-05,11.407678244972578,14.181238646748293,11.704545454545455,5.269237179634016,42.56269952590034
2026-06,23.18098720292505,14.515615614552194,20.0,6.26601832915591,63.962621146633154
