year_month,avg_sentiment,sentiment_std,post_count
2022-01,-0.04338761516350967,0.1548668738113089,78
2022-02,-0.05117311049498521,0.10660609839443402,77
2022-03,-0.05709002417288169,0.08294582797328993,86
2022-04,-0.037831812443808906,0.09043137804772661,63
2022-05,-0.06355629892633922,0.12341422895115307,67
2022-06,-0.08134718736117003,0.11226085906259198,61
2022-07,-0.031205761093502957,0.14617245734612497,75
2022-08,-0.0732601695231029,0.1185218020547455,84
2022-09,-0.05580673089725215,0.1167480195206557,164
2022-10,-0.03903875764823822,0.09211859218626793,83
2022-11,-0.053072268622168184,0.11657730837025394,145
2022-12,-0.06587817029182358,0.13878526241242667,72
2023-01,-0.05375984288600453,0.11563833070491412,114
2023-02,-0.05823770928715731,0.07680781127953754,112
2023-03,-0.058107392063319135,0.10587247041914981,107
2023-04,-0.06372629714148385,0.08668184092420114,85
2023-05,-0.07832522136350221,0.13005183609241128,79
2023-06,-0.05217027624881629,0.09283506192836376,99
2023-07,-0.04554712978959084,0.14599880799595244,80
2023-08,-0.050960671322888666,0.12259003879909282,101
2023-09,-0.07215858035430495,0.10646195804715691,67
2023-10,-0.05387311078697057,0.1134104969702226,84
2023-11,-0.05336954657361114,0.14197359125575623,121
2023-12,-0.048609928575091894,0.13178903069043657,90
2024-01,-0.06480987124562003,0.10573081656220129,67
2024-02,-0.06905272788196676,0.14035962455492887,79
2024-03,0.0029299396797674735,0.20368423734006785,119
2024-04,-0.027132847321188296,0.1654392995786931,140
2024-05,-0.019484748972616157,0.19858317966790096,150
2024-06,0.012216496145704728,0.18092637834892838,83
2024-07,-0.02282539452248376,0.16050123838427569,95
2024-08,-0.039164779764986224,0.137114445117364,142
2024-09,-0.04813543741111048,0.15042771600809643,129
2024-10,-0.023295003281865196,0.17361250467187223,197
2024-11,-0.030505549065651193,0.15560138687171235,141
2024-12,-0.03746700513262327,0.16448941614038165,120
2025-01,-0.020206272785550077,0.16358752980155436,105
2025-02,0.010207136589163576,0.22048944410783103,93
2025-03,0.026644363252557632,0.2083751491254425,95
2025-04,-0.0281896045853939,0.177153711321583,87
2025-05,-0.0201802996609309,0.1594968342266534,73
2025-06,-0.04839314167275388,0.13353061099522734,78
2025-07,-0.0005520292418974451,0.2180127948016778,72
2025-08,-0.05542738592274049,0.14748326876518894,136
2025-09,-0.024328194952011113,0.14094379740858917,56
2025-10,-0.05369628180367606,0.13507207334369484,105
2025-11,-0.022995012407179004,0.17391149688533683,99
2025-12,-0.06146261160699607,0.1655155542072353,45
2026-01,-0.01897361289842994,0.16717055522017965,113
2026-02,-0.024462732729700735,0.1805202716416134,582
2026-03,-0.054622772129268034,0.12803183726224454,226
2026-04,-0.04245649943964212,0.1296649983188171,176
2026-05,-0.054584090216780554,0.11618111766098194,191
2026-06,-0.03229229236318694,0.13815908981650668,352
