conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2009600379663909148,2026-01-09 13:54:18+00:00,,@goongoblin13763 Mai toh diabetes ki baat kar raha tha lol Calories toh mai jala deta hu uska tension nahi hai,,,,,,,,,https://x.com/undefined/status/2009624776604864755,,
2009538713744003076,2026-01-09 14:05:43+00:00,,@bampek7766 @thebabayega_ Itu bukan chart saham tapi grafik kadar gula darah. Jangan kebanyakan makan manis ya biar gak diabetes! ,,,,,,,,,https://x.com/undefined/status/2009627649912578456,,
2009602528863035819,2026-01-09 14:07:47+00:00,,@bangjohnaja Ya alm Mamak ku eks bidan yg diabetes. Kaki kanannya ga fungsi lagi. Sulit dirawat krn soal obat dll beliau lebih paham dan keras ga mau HD sama sekali. Percuma katanya Sampai akhirnya malam dibujuk dan mau subuh malah pulang dihadapanku. RIP.,,,,,,,,,https://x.com/undefined/status/2009628169998082210,,
2009628560600990058,2026-01-09 14:14:52+00:00,,@jkeongian serakah diabetes kapok,,,,,,,,,https://x.com/undefined/status/2009629952396931354,,
2009623907771576630,2026-01-09 14:20:17+00:00,,@papawquu Gue beli es teh sm mineral water di katain kampunk kak️ padahal gue emg takut diabetes aja,,,,,,,,,https://x.com/undefined/status/2009631313926693089,,
2009631292456141251,2026-01-09 14:37:32+00:00,,@TALKTOMEsub bleh awas nanti amu diabetes https://t.co/ITKRnMK80v,,,,,,,,,https://x.com/undefined/status/2009635657531183181,,
2008150668402728987,2026-01-09 15:56:06+00:00,,@Woknyoung Ciyuss abis mam daun sirih biasanya bibirnya jadi begitu bahahah mau 2 aja deh kalau kebanyakan nanti diabetes. soalnya makannya sambil liatin dd ehe,,,,,,,,,https://x.com/undefined/status/2009655428846879139,,
2009656869422497839,2026-01-09 16:01:49+00:00,,FAK takut bgt diabetes ak https://t.co/vNESZKKDRt,,,,,,,,,https://x.com/undefined/status/2009656869422497839,,
2009463559521226783,2026-01-09 16:34:46+00:00,,@comfoodx auto diabetes gak sih,,,,,,,,,https://x.com/undefined/status/2009665161532248463,,
2009114121766162709,2026-01-09 16:41:58+00:00,,@tanyakanrl tapi sendernya ada riwwayat kelurga diabetes gak ada hitam jugak dileher ama ketiak kalau nggak ada berarti itu emang faktor kulit nah kalau enggak cara yang aku rekomendasiin bakal work,,,,,,,,,https://x.com/undefined/status/2009666972674601064,,
